FECHA_CORTE;ITEM;CLUB;DISCIPLINA_DEPORTIVA;AFILIADO;RESOLUCION_INSCRIPCION_PRIMIGENIA;FECHA_REGISTRO;OBSERVACIONES
31072025;3431;CLUB SOCIAL CULTURAL Y DEPORTIVO BARCELONA;VOLEIBOL;SI;Resolución N° 323-DNCTD-RND-2020;22/10/2020;Periodo 31 de diciembre de 2018 al 30 de diciembre de 2021 (3 años)
31072025;3432;“COLEGIO MILITAR GRAN MARISCAL RAMÓN CASTILLA” ;VOLEIBOL;SI;Resolución N° 403-DNCTD-RND-2020;16/11/2020;JUAN CERNA PÉREZ -  REPRESENTANTE DEPORTIVO
31072025;3433;CLUB DEPORTIVO DE FORMACIÓN PUCALLPA;VOLEIBOL;SI;Resolución N° 018-DNCTD-RND-2021;8/01/2021;"Resolución Nº0305-2024-RENADE-DNCTD/IPD.
elegidos en Asamblea General Extraordinaria de fecha 08 de marzo de 2024, por el periodo de cuatro (04) años"
31072025;3434;CLUB DEPORTIVO COMUNITARIO VECINAL LAS TIGRESAS (DE MIRAFLORES);VOLEIBOL;SI;Resolución N° 0342-DNCTD-RND-2021;31/05/2021;Resolución Nº 0171-2025-RENADE-DNCTD/IPD, periodo de 01 año que inicia desde el 05 de enero de 2025 hasta el 04 de enero de 2026
31072025;3435;ESCUELA DEPORTIVA SEUL JULIACA;VOLEIBOL;SI;Resolución N° 0370-DNCTD-RND-2021;16/06/2021;"Resolución Nº0374-2023-RENADE/IPD.
periodo comprendido del 22 de mayo de 2023 al 21 de mayo de 2025"
31072025;3436;CLUB DE VOLEIBOL KAZOKU NO PERÚ;VOLEIBOL;SI;Resolución N° 0396-DNCTD-RND-2021;2/07/2021;Resolución Nº0362-2025-RENADE-DNCTD/IPD, periodo comprendido desde el 16 de marzo de 2025 al 15 de marzo de 2029
31072025;3437;ESCUELA DEPORTIVA REGATAS JULIACA;VOLEIBOL;SI;Resolución N° 0400-DNCTD-RND-2021;6/07/2021;"Resolución Nº0676-2023-RENADE/IPD.
periodo del 09 de abril de 2023 al 08 de abril de 2025"
31072025;3438;CLUB SOCIAL CULTURAL DEPORTIVO EL TRIUNFO;VOLEIBOL;SI;Resolución N° 0463-2021-IPD-DNCTD/RND;4/08/2021;Resolución Nº0514-2025-RENADE-DNCTD/IPD, periodo comprendido del 28 de enero de 2025 al 27 de enero de 2029
31072025;3439;CLUB CULTURAL Y DEPORTIVO FK SPORT;VOLEIBOL;SI;Resolución Nº0038-2022-IPD-DNCTD/SRND;10/02/2022;"Resolución Nº0375-2024-RENADE-DNCTD/IPD.
periodo del 10 de mayo de 2024 al 10 de mayo de 2026"
31072025;3440;CLUB ATLETICO ATENEA;VOLEIBOL;SI;Resolución Nº0047-2022-IPD-DNCTD/SRND;17/02/2022;Resolución Nº0311-2025-RENADE-DNCTD/IPD, Inscribiò la reconformación de los integrantes del consejo directivo elegidos en Asamblea General de fecha 01 de junio de 2023, hasta la fecha que culmina el primer periodo del consejo directivo, es decir hasta el 04 de mayo de 2025
31072025;3441;CLUB SAN JUAN ACADEMIA SPORT;VOLEIBOL;SI;Resolución Nº0051-2022-IPD-DNCTD/SRND;22/02/2022;"Resolución Nº0381-2023-RENADE/IPD.
periodo 07 de junio de 2023 al 06 de junio de 2027"
31072025;3442;ESCUELA DEPORTIVA ELEODORO BUSTAMANTE LOPEZ;VOLEIBOL;SI;Resolución Nº0052-2022-IPD-DNCTD/SRND;22/02/2022;periodo del 01 de setiembre de 2020 al 30 de agosto de 2026
31072025;3443;ESCUELA DEPORTIVA PAIVA SPORT FC-(E.D.P.S.FC);VOLEIBOL;SI;Resolución Nº0056-2022-IPD-DNCTD/SRND;24/02/2022;periodo de 01 de setiembre de 2020 al 30 de agosto de 2026
31072025;3444;CLUB SOCIAL CULTURAL Y DEPORTIVO SPORT JUNIOR;VOLEIBOL;SI;Resolución N° 0465-2021-IPD-DNCTD/RND;4/08/2021;
31072025;3445;CENTRO DE ALTO RENDIMIENTO CULTURAL Y DEPORTIVO OLYMPIC;VOLEIBOL;SI;Resolución Nº0481-2021-IPD-DNCTD/RND;17/08/2021;"Resolución Nº0519-2023-RENADE/IPD.
rectificación del artículo 4° de la Resolución Directoral N° 481-2021-IPD-DNCTD/SRND de fecha 17 de agosto de 2021, correspondiente al registro del mandato del primer consejo directivo"
31072025;3446;SPORTING EMMANUEL KANT CLUB;VOLEIBOL;SI;Resolución Nº0509-2021-IPD-DNCTD/SRND;1/09/2021;Resolución Nº 0376-2025-RENADE-DNCTD/IPD, periodo comprendido desde el 12 de febrero de 2025 al 11 de febrero de 2029
31072025;3447;CLUB DEPORTIVO LITOVOLEY;VOLEIBOL;SI;Resolución Nº0514-2021-IPD-DNCTD/SRND;7/09/2021;"Resolución Nº0304-2023-IPD-DNCTD/SRND
periodo 28 de octubre de 2022 al 27 de octubre de 2027"
31072025;3448;CLUB DEPORTIVO SELVATICAS;VOLEIBOL;SI;Resolución Nº0522-2021-IPD-DNCTD/SRND;10/09/2021;Resolución Nº1032-2024-RENADE-DNCTD/IPD, periodo 03 de noviembre de 2024 al 02 de noviembre de 2028
31072025;3449;CLUB DEPORTIVO SPORT JESÚS REDENTOR;VOLEIBOL;SI;Resolución Nº0524-2021-IPD-DNCTD/SRND;13/09/2021;periodo de tres (03) años
31072025;3450;ASOCIACIÓN VILCOR SPORTIVO CHOTANO;VOLEIBOL;SI;Resolución Nº0535-2021-IPD-DNCTD/SRND;16/09/2021;Resolución Nº0367 2025-RENADE-DNCTD/IPD, periodo comprendido desde el 28 de febrero de 2024 al 28 de febrero de 2028
31072025;3451;CLUB MASTER VOLLEYBALL;VOLEIBOL;SI;Resolución Nº0547-2021-IPD-DNCTD/SRND;23/09/2021;Resolución Nº0320-2025-RENADE-DNCTD/IPD, periodo 14 de diciembre de 2024 al 13 de diciembre de 2028
31072025;3452;CLUB SOCIAL CULTURAL DEPORTIVO OFM;VOLEIBOL;SI;Resolución Nº0580-2021-IPD-DNCTD/SRND;18/10/2021;"Resolución Nº0494-2023-RENADE/IPD.
periodo 2023 - 2025"
31072025;3453;CLUB DEPORTIVO SEMILLEROS DE MELGAR “SEMEL”;VOLEIBOL;SI;Resolución Nº0093-2022-IPD-DNCTD/SRND;15/03/2022;Amplió su actividad deportiva a la disciplina deportiva a voleibol
31072025;3454;CLUB DEPORTIVO SOCIAL NUEVA GENERACION;VOLEIBOL;SI;Resolución Nº0107-2022-IPD-DNCTD/SRND;22/03/2022;periodo 2021–2025
31072025;3455;CLUB DEPORTIVO 3M VOLEIBOL;VOLEIBOL;SI;Resolución Nº0110-2022-IPD-DNCTD/SRND;22/03/2022;periodo 10 abril de 2021 al 09 abril de 2025
31072025;3456;CLUB DEPORTIVO MB VOLEY;VOLEIBOL;SI;Resolución Nº0111-2022-IPD-DNCTD/SRND;23/03/2022;Resolución Nº0291-2025-RENADE-DNCTD/IPD, periodo 26 de marzo de 2025 al 25 de marzo de 2029
31072025;3457;ASOCIACION CLUB DEPORTIVO MORROPON;VOLEIBOL;SI;Resolución Nº0112-2022-IPD-DNCTD/SRND;23/03/2022;"Resolución Nº0212-2024-RENADE-DNCTD/IPD.
periodo del 16 de marzo de 2024 al 16 de marzo de 2026"
31072025;3458;CLUB SOCIAL DEPORTIVO ACADEMIA DEPORT CORAZON;VOLEIBOL;SI;Resolución Nº0131-2022-IPD-DNCTD/SRND;30/03/2022;periodo 22 de setiembre de 2021 al 21 de setiembre de 2025
31072025;3459;CLUB DEPORTIVO AMERICA VOLEY;VOLEIBOL;SI;Resolución Nº0604-2021-IPD-DNCTD/SRND;28/10/2021;Resolución Nº0536-2024-RENADE-DNCTD/IPD , periodo 25 de junio de 2024 al 24 de junio de 2026
31072025;3460;CLUB DE VOLEIBOL MALVINAS;VOLEIBOL;SI;Resolución Nº0136-2022-IPD-DNCTD/SRND;1/04/2022;periodo 02 años
31072025;3461;ASOCIACIÓN DE CULTURA Y DEPORTES ATTENAS;VOLEIBOL;SI;Resolución Nº0139-2022-IPD-DNCTD/SRND;11/04/2022;período 28 de julio del 2018 al 27 de julio del 2028
31072025;3462;CLUB DEPORTIVO SPORT 9;VOLEIBOL;SI;Resolución Nº0145-2022-IPD-DNCTD/SRND;11/04/2022;periodo de 23 de noviembre de 2021 al 22 de noviembre de 2025
31072025;3463;CLUB DEPORTIVO TALENTOS AREQUIPA;VOLEIBOL;SI;Resolución Nº0158-2022-IPD-DNCTD/SRND;13/04/2022;periodo 04 años
31072025;3464;CLUB DEPORTIVO TITANIUM;VOLEIBOL;SI;Resolución Nº0159-2022-IPD-DNCTD/SRND;25/04/2022;periodo de cuatro (04) años
31072025;3465;CLUB DEPORTIVO NUESTRA SEÑORA DE GUADALUPE URB. PIURA;VOLEIBOL;SI;Resolución Nº0160-2022-IPD-DNCTD/SRND;25/04/2022;periodo 10 de noviembre de 2021 al 09 de noviembre de 2025
31072025;3466;ASOCIACIÓN DEPORTIVA CULTURAL KUSI;VOLEIBOL;SI;Resolución Nº0169-2022-IPD-DNCTD/SRND;26/04/2022;Resolución Nº 0412-2025-RENADE-DNCTD/IPD, periodo 26 de abril de 2025 al 25 de abril de 2028
31072025;3467;ASOCIACION DEPORTIVO ADHYS;VOLEIBOL;SI;Resolución Nº0170-2022-IPD-DNCTD/SRND;26/04/2022;"Resolución Nº0216-2024-RENADE-DNCTD/IPD.
periodo del 11 de diciembre de 2023 al 10 de diciembre de 2027"
31072025;3468;TALENTOS DE LA RED ALTA;VOLEIBOL;SI;Resolución Nº0171-2022-IPD-DNCTD/SRND;27/04/2022;período de cinco años
31072025;3469;CLUB DEPORTIVO ATLETICO ZARATE;VOLEIBOL;SI;Resolución Nº0172-2022-IPD-DNCTD/SRND;27/04/2022;período del 07 de noviembre de 2021 al 06 de noviembre de 2025
31072025;3470;ALPAMAYO DEPORTES CLUB;VOLEIBOL;SI;Resolución Nº0173-2022-IPD-DNCTD/SRND;27/04/2022;periodo del 14 de agosto de 2020 al 13 de agosto de 2024
31072025;3471;ASOCIACION DEPORTIVA TAI;VOLEIBOL;SI;Resolución Nº0178-2022-IPD-DNCTD/SRND;28/04/2022;período del 15 de noviembre de 2019 al 14 de noviembre de 2023
31072025;3472;CLUB DEPORTIVO CULTURAL SHEIJAD FERNANDEZ;VOLEIBOL;SI;Resolución Nº0218-2022-IPD-DNCTD/SRND;11/05/2022;periodo 2022-2027
31072025;3473;CLUB DEPORTIVO ALIANZA ABANCAY;VOLEIBOL;SI;Resolución Nº0220-2022-IPD-DNCTD/SRND;11/05/2022;"Resolución Nº0206-2024-RENADE-DNCTD/IPD.
periodo 27 de setiembre de 2023 al 26 de setiembre de 2026"
31072025;3474;CLUB DEPORTIVO PATYVOL E.I.R.L.;VOLEIBOL;SI;Resolución Nº0221-2022-IPD-DNCTD/SRND;11/05/2022;periodo indefinido, TITULAR GERENTE : PATRICIA ORTIZ PEREZ
31072025;3475;ASOCIACION DEPORTIVA CULTURAL Y SOCIAL DAYEN F.V.;VOLEIBOL;SI;Resolución Nº0223-2022-IPD-DNCTD/SRND;12/05/2022;periodo del 24 de marzo de 2022 al 23 de marzo de 2026
31072025;3476;UNIVERSIDAD CATÓLICA SANTO TORIBIO DE MOGROVEJO;VOLEIBOL;SI;Resolución N°0229-2022-IPD-DNCTD/SRND (Amplió a la disciplina de voleibol);12/05/2022;REPRESENTANTE DEPORTIVO - JENNY PATRICIA PALACIOS KUOC 
31072025;3477;ASOCIACION RAICES VOLEIBOL CLUB;VOLEIBOL;SI;Resolución Nº236-2022-IPD-DNCTD/SRND;16/05/2022;periodo de cuatro años
31072025;3478;CENTRO CULTURAL SUB GENESIS;VOLEIBOL;SI;Resolución Nº241-2022-IPD-DNCTD/SRND;19/05/2022;periodo de diez años
31072025;3479;CLUB DEPORTIVO VIDEIRA WANCHAQ;VOLEIBOL;SI;Resolución Nº252-2022-IPD-DNCTD/SRND;25/05/2022;período de ocho años
31072025;3480;CLUB DEPORTIVO CULTURAL COLEGIO SANTA ANA;VOLEIBOL;SI;Resolución Nº253-2022-IPD-DNCTD/SRND;25/05/2022;período de ocho (08) años
31072025;3481;CLUB DEPORTIVO DE VOLEIBOL TUPAC AMARU INCA;VOLEIBOL;SI;Resolución Nº255-2022-IPD-DNCTD/SRND;25/05/2022;Resolución Nº0479-2025-RENADE-DNCTD/IPD, periodo del 05 de mayo de 2025 al 04 de abril de 2027
31072025;3482;DEPORTIVO ROSARIO VOLEIBOL CLUB;VOLEIBOL;SI;Resolución Nº0259-2022-IPD-DNCTD/SRND;27/05/2022;período del 29 de marzo de 2022 al 28 de marzo de 2026
31072025;3483;CLUB DEPORTIVO CULTURAL DE VOLEIBOL ESTRELLA DE LA VILLA;VOLEIBOL;SI;Resolución Nº0260-2022-IPD-DNCTD/SRND;27/05/2022;Resolución N° 236-2023-IPD-DNCTD/SRND. Periodo comprendido del 28 de diciembre de 2022 al 27 de diciembre de 2024.
31072025;3484;CLUB DEPORTIVO DE VOLEIBOL SPORTING SAN ANDRES;VOLEIBOL;SI;Resolución Nº0263-2022-IPD-DNCTD/SRND;27/05/2022;"Resolución N° 346-2023-IPD-DNCTD/SRND.
periodo 03 de abril de 2023 al 02 de abril de 2025"
31072025;3485;ASOCIACION ESCUELA DEPORTIVA MIGUEL GRAU;VOLEIBOL;SI;Resolución Nº0264-2022-IPD-DNCTD/SRND;27/05/2022;período de cuatro (04) años (Período del 27 de abril de 2022 al 26 de abril de 2026)
31072025;3486;CARDINALS CLUB QUILLABAMBA;VOLEIBOL;SI;Resolución Nº0265-2022-IPD-DNCTD/SRND;27/05/2022;período de cuatro años
31072025;3487;ESCUELA DE FORMACIÓN DEPORTIVA;VOLEIBOL;SI;Resolución Nº0272-2022-IPD-DNCTD/SRND;30/05/2022;periodo del 25 de enero de 2022 al 24 de enero de 2027
31072025;3488;COLEGIO PARTICULAR DE EDUCACIÓN PRIMARIA Y SECUNDARIA DE MENORES “CEIBOS”;VOLEIBOL;SI;Resolución Nº0273-2022-IPD-DNCTD/SRND;30/05/2022;"REPRESENTANTE DEPORTIVO :
IRMA ROSAMARIA ESCUZA DOIG"
31072025;3489;CLUB DEPORTIVO CULTURAL CRECIENDO PERU J.V.;VOLEIBOL;SI;Resolución Nº0288-2022-IPD-DNCTD/SRND;2/06/2022;periodo del 04 de marzo de 2022 al 03 de marzo de 2026
31072025;3490;ESCUELA DEPORTIVA DARK FENIX;VOLEIBOL;SI;Resolución Nº0299-2022-IPD-DNCTD/SRND;7/06/2022;periodo de diez (10) años
31072025;3491;CLUB SOCIAL CULTURAL Y DEPORTIVO TALENTO MIGUEL GRAU;VOLEIBOL;SI;Resolución Nº0300-2022-IPD-DNCTD/SRND;7/06/2022;periodo del 20 de abril de 2022 al 20 de abril de 2026 (4 años)
31072025;3492;CLUB ATHLETIC CENTER;VOLEIBOL;SI;Resolución Nº0301-2022-IPD-DNCTD/SRND;8/06/2022;"Resolución Nº0277-2024-RENADE-DNCTD/IPD.
periodo del 19 de diciembre de 2023 al 19 de diciembre de 2027"
31072025;3493;CLUB DEPORTIVO DE VOLEIBOL UNIÓN ROMA;VOLEIBOL;SI;Resolución Nº0306-2022-IPD-DNCTD/SRND;9/06/2022;período 2021-2024
31072025;3494;ASOCIACION PARA LA PROMOCION DE LA CULTURA, DERECHO, DEPORTE, EDUCACION, ECONOMIA Y SALUD ILLAPA ATIPAQ;VOLEIBOL;SI;Resolución Nº0307-2022-IPD-DNCTD/SRND;9/06/2022;Resolución Nº0448-2025-RENADE-DNCTD/IPD, periodo del 20 de noviembre de 2024 al 19 de noviembre de 2028
31072025;3495;CLUB DEPORTIVO DE VOLEY DEFENSOR MELISA CERNA;VOLEIBOL;SI;Resolución Nº0317-2022-IPD-DNCTD/SRND;14/06/2022;periodo de cuatro (04) años
31072025;3496;CLUB DEPORTIVO SOCIAL CULTURAL SPORT CIVASA SANTIAGO DE CUSCO;VOLEIBOL;SI;Resolución Nº0323-2022-IPD-DNCTD/SRND;15/06/2022;periodo de cuatro (04) años
31072025;3497;ESCUELA DEPORTIVA ZAETAS;VOLEIBOL;SI;Resolución Nº0344-2022-IPD-DNCTD/SRND;22/06/2022;Resolución Nº0279-2025-RENADE-DNCTD/IPD, periodo 05 de setiembre de 2024 al 04 de setiembre de 2026
31072025;3498;CLUB DEPORTIVO REAL BETHANIA;VOLEIBOL;SI;Resolución Nº0347-2022-IPD-DNCTD/SRND;22/06/2022;Resolución Nº0265--2025-RENADE-DNCTD/IPD, periodo 30 de noviembre de 2024 al 29 de noviembre de 2026
31072025;3499;CLUB GREENS STARS VOLEY;VOLEIBOL;SI;Resolución Nº03512022-IPD-DNCTD/SRND;23/06/2022;período del 20 de agosto de 2021 al 19 de agosto de 2025
31072025;3500;CLUB INKAS SPORTING - CUSCO;VOLEIBOL;SI;Resolución Nº0358-2022-IPD-DNCTD/SRND;27/06/2022;elegidos en Asamblea General de fecha 14 de setiembre de 2019, por el periodo de cuatro años
31072025;3501;CLUB DEPORTIVO MORGAN E.I.R.L.;VOLEIBOL;SI;Resolución Nº0363-2022-IPD-DNCTD/SRND;28/06/2022;TITULAR GERENTE  - JHONY ORLANDO ROMERO DIAZ
31072025;3502;ACADEMIA DEPORTIVA PERU SAN GERMAN S.A.C.;VOLEIBOL;SI;Resolución Nº0372-2022-IPD-DNCTD/SRND;28/06/2022;GERENTE GENERAL  - LUIS ALBERTO MONTERO RIVERA
31072025;3503;CLUB DE VOLEY REGATAS PIURA;VOLEIBOL;SI;Resolución Nº0373-2022-IPD-DNCTD/SRND;28/06/2022;período 06 de mayo del 2022 al 05 de mayo del 2026
31072025;3504;ESCUELA DE FORMACION DEPORTIVA LOBOS SPORT “LA DINASTIA” EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;VOLEIBOL;SI;Resolución Nº0376-2022-IPD-DNCTD/SRND;28/06/2022;GERENTE - WILBER QUISPE MAMANI
31072025;3505;CLUB DEPORTIVO MJS VOLEYBALL;VOLEIBOL;SI;Resolución Nº0380-2022-IPD-DNCTD/SRND;28/06/2022;"Resolución Nº0405-2024-RENADE-DNCTD/IPD.
periodo comprendido de 01 de mayo de 2024 a 31 de mayo de 2026"
31072025;3506;CLUB DEPORTIVO VILLA DEPORTIVA BELLAVISTA;VOLEIBOL;SI;Resolución Nº0381-2022-IPD-DNCTD/SRND;28/06/2022;período de dos (2) años
31072025;3507;ASOCIACION DEPORTIVA PERU;VOLEIBOL;SI;Resolución Nº0386-2022-IPD-DNCTD/SRND;7/07/2022;Resolución Nº0510-2025-RENADE-DNCTD/IPD, periodo comprendido del 11 de noviembre de 2024 al 10 de noviembre de 2026
31072025;3508;CIRCULO DEPORTIVO REAL LISBOA CIYAF JULIACA;VOLEIBOL;SI;Resolución Nº0392-2022-IPD-DNCTD/SRND;7/07/2022;Resolución Nº0482-2025-RENADE-DNCTD/IPD, periodo comprendido del 24 de abril de 2025 al 23 de abril de 2029
31072025;3509;IMPERIOCDSC;VOLEIBOL;SI;Resolución Nº0413-2022-IPD-DNCTD/SRND;20/07/2022;periodo de cuatro (04) años, en Asamblea General de fecha 17 de mayo de 2022
31072025;3510;LA ACADEMIA M.G.;VOLEIBOL;SI;Resolución Nº0415-2022-IPD-DNCTD/SRND;20/07/2022;periodo del 18 de junio de 2022 al 18 de junio de 2026 (4 años)
31072025;3511;ASOCIACIÓN CIVIL POLIDEPORTIVO CULTURAL VILLA DE ZAMORA;VOLEIBOL;SI;Resolución Nº0416-2022-IPD-DNCTD/SRND;20/07/2022;Resolución Nº0269-2025-RENADE-DNCTD/IPD, periodo 01 de enero de 2025 al 21 de diciembre de 2028
31072025;3512;CLUB DEPORTIVO TALENTOS DON BOSCO CALCA;VOLEIBOL;SI;Resolución Nº0417-2022-IPD-DNCTD/SRND;20/07/2022;periodo de cuatro años, en Asamblea General de fecha 11 de junio de 2021
31072025;3513;INTERNACIONAL REGATAS JUNIOR;VOLEIBOL;SI;Resolución Nº0418-2022-IPD-DNCTD/SRND;20/07/2022;periodo de cuatro (04) años, en Asamblea General de fecha 08 de mayo de 2022
31072025;3514;CLUB PRIMAVERA;VOLEIBOL;SI;Resolución Nº0419-2022-IPD-DNCTD/SRND;20/07/2022;periodo de ocho años contados a partir de la fecha
31072025;3515;ASOCIACION ESCUELA DEPORTIVA UNION AREQUIPA;VOLEIBOL;SI;Resolución Nº0422-2022-IPD-DNCTD/SRND;21/07/2022;periodo de cuatro (04) años, en mérito al Acta de Fundación de fecha 21 de agosto de 2019
31072025;3516;ASOCIACION DEPORTIVA REAL VALLADOLID BARCELONA PIURA;VOLEIBOL;SI;Resolución Nº0423-2022-IPD-DNCTD/SRND;21/07/2022;"Resolución Nº0486-2024-RENADE-DNCTD/IPD.
periodo del 31 de mayo de 2024 al 30 de mayo del 2029"
31072025;3517;CLUB DEPORTIVO CULTURAL SOCIAL DECX’S-CALCA;VOLEIBOL;SI;Resolución Nº0424-2022-IPD-DNCTD/SRND;21/07/2022;período 2021-2024 (Del 30 de julio de 2021 al 31 de diciembre de 2024)
31072025;3518;CLUB DEPORTIVO CULTURAL PIWICHITO - ABANCAY;VOLEIBOL;SI;Resolución Nº0438-2022-IPD-DNCTD/SRND;25/07/2022;periodo 08 de junio de 2022 hasta el 07 de junio de 2026
31072025;3519;ESCUELA DE FORMACION DEPORTIVA REAL CUSCO;VOLEIBOL;SI;Resolución Nº0439-2022-IPD-DNCTD/SRND;25/07/2022;periodo de ocho años, en Asamblea General del 18 de marzo de 2022
31072025;3520;CLUB DEPORTIVO SANTA FE CUSCO;VOLEIBOL;SI;Resolución Nº0442-2022-IPD-DNCTD/SRND;26/07/2022;Resolución Nº0683-2024-RENADE-DNCTD/IPD, periodo del 09 de julio de 2024 al 09 de julio de 2026
31072025;3521;UNIVERSIDAD NACIONAL DE CAJAMARCA;VOLEIBOL;SI;Resolución Nº0455-2022-IPD-DNCTD/SRND;1/08/2022;REPRESENTANTE DEPORTIVO-EDWARD FREDY TORRES IZQUIERDO
31072025;3522;CLUB DEPORTIVO SOCIAL CULTURAL CLORINDA MATTO DE TURNER - CUSCO;VOLEIBOL;SI;Resolución Nº0465-2022-IPD-DNCTD/SRND;3/08/2022;periodo de cuatro años, en Asamblea General de fecha 20 de febrero de 2022
31072025;3523;CLUB DEPORTIVO TEAM WANKA WARRIORS;VOLEIBOL;SI;Resolución Nº0471-2022-IPD-DNCTD/SRND;4/08/2022;período de cuatro años
31072025;3524;ASOCIACION CULTURAL SOCIAL Y DEPORTIVA OLIMPO EL PORVENIR;VOLEIBOL;SI;Resolución Nº0489-2022-IPD-DNCTD/SRND;9/08/2022;período de cuatro años (10 de marzo de 2022 al 10 de marzo de 2026)
31072025;3525;ASOCIACION CULTURAL SOCIAL Y DEPORTIVA SPORT DILARIO;VOLEIBOL;SI;Resolución Nº0488-2022-IPD-DNCTD/SRND;9/08/2022;período de 04 años, comprendido desde el 10 de marzo de 2022 al 10 de marzo de 2026
31072025;3526;ASOCIACION CULTURAL SOCIAL Y DEPORTIVA ACADEMIA CHIDA;VOLEIBOL;SI;Resolución Nº0493-2022-IPD-DNCTD/SRND;9/08/2022;período de cuatro años (10 de marzo de 2022 al 10 de marzo de 2026)
31072025;3527;ASOCIACION CULTURAL SOCIAL Y DEPORTIVA SPORT LATINA;VOLEIBOL;SI;Resolución Nº0494-2022-IPD-DNCTD/SRND;9/08/2022;período de cuatro años (10 de marzo de 2022 al 09 de marzo de 2026)
31072025;3528;CLUB SOCIAL DEPORTIVO DREAM TEAM TACNA;VOLEIBOL;SI;Resolución Nº0496-2022-IPD-DNCTD/SRND;10/08/2022;período de diez (10) años, contados desde el 28 de mayo de 2022 hasta el 28 de mayo de 2032
31072025;3529;ESCUELA DEPORTIVA NISHIDA VOLLEYBAL;VOLEIBOL;SI;Resolución Nº0505-2022-IPD-DNCTD/SRND;12/08/2022;Resolución Nº0541-2024-RENADE-DNCTD/IPD, periodo comprendido desde el 15 de mayo de 2024 al 14 de mayo de 2028
31072025;3530;ESCUELA DEPORTIVA FBC AMERICAN STAR JULIACA SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA;VOLEIBOL;SI;Resolución Nº0522-2022-IPD-DNCTD/SRND;23/08/2022;"GUSTAVO YHASMANI CAYO GÁLVEZ	- Gerente General"
31072025;3531;ESCUELA DE VOLEIBOL MAN BOK PARK - JULIACA;VOLEIBOL;SI;Resolución Nº0539-2022-IPD-DNCTD/SRND;2/09/2022;Resolución Nº0073-2025-RENADE-DNCTD/IPD, periodo comprendido del 28 de junio de 2024 al 27 de junio de 2026
31072025;3532;CLUB D.J. BUSTAMANTE TIGRESAS;VOLEIBOL;SI;Resolución Nº0556-2022-IPD-DNCTD/SRND;15/09/2022;periodo de cuatro (04) años
31072025;3533;CLUB DEPORTIVO JUAN SAONA;VOLEIBOL;SI;Resolución Nº0564-2022-IPD-DNCTD/SRND;16/09/2022;período de dos años
31072025;3534;CLUB SOCIAL DEPORTIVO CULTURAL FE Y ALEGRIA BARRANCA;VOLEIBOL;SI;Resolución Nº0565-2022-IPD-DNCTD/SRND;16/09/2022;Resolución Nº0613-2024-RENADE-DNCTD/IPD, periodo comprendido entre el 31 de mayo de 2024 al 31 de mayo de 2026
31072025;3535;CLUB DEPORTIVO LUCHA FUENTES PIURA;VOLEIBOL;SI;Resolución Nº0570-2022-IPD-DNCTD/SRND;19/09/2022;período de 21 de julio de 2022 al 20 de julio de 2027
31072025;3536;CLUB DEPORTIVO DE VOLEIBOL DE BUSTAMANTE Y RIVERO;VOLEIBOL;SI;Resolución Nº0634-2022-IPD-DNCTD/SRND;11/10/2022;periodo de cuatro (04 años) desde 16 de marzo de 2022 hasta 16 de marzo de 2026
31072025;3537;CLUB ACADEMIA DEPORTIVA BASADRE;VOLEIBOL;SI;Resolución Nº0635-2022-IPD-DNCTD/SRND;11/10/2022;Resolución Nº0134-2025-RENADE-DNCTD/IPD, periodo 2024 – 2028
31072025;3538;CLUB WARRIORS SPARTA;VOLEIBOL;SI;Resolución Nº0637-2022-IPD-DNCTD/SRND;12/10/2022;periodo de 4 años
31072025;3539;ASOCIACION CULTURAL SOCIAL Y DEPORTIVA SPORT TALENTOS;VOLEIBOL;SI;Resolución Nº0639-2022-IPD-DNCTD/SRND;12/10/2022;periodo de cuatro años (13 de abril de 2022 al 13 de abril de 2026)
31072025;3540;INSTITUCIÓN EDUCATIVA “AURORA INES TEJADA DE ABANCAY”;VOLEIBOL;SI;Resolución Nº0643-2022-IPD-DNCTD/SRND;14/10/2022;"Resolución N° 255-2023-IPD-DNCTD/SRND.periodo de 03 (tres) años, 2023 – 2025
"
31072025;3541;WARRIORS DEPORTES CLUB;VOLEIBOL;SI;Resolución Nº0656-2022-IPD-DNCTD/SRND;19/10/2022;período del 18 de agosto de 2022 al 17 de agosto de 2024
31072025;3542;CLUB DEPORTIVO AGRUPACION DEPORTIVA CULTURAL BENGALA;VOLEIBOL;SI;Resolución Nº0658-2022-IPD-DNCTD/SRND;20/10/2022;Resolución Nº0200-2025-RENADE-DNCTD/IPD, periodo del 21 de setiembre de 2024 al 20 de setiembre de 2026
31072025;3543;INSTITUCIÓN EDUCATIVA NUESTRA SEÑORA DE LA ASUNCIÓN;VOLEIBOL;SI;Resolución Nº0660-2022-IPD-DNCTD/SRND;20/10/2022;REPRESENTANTE DEPORTIVO-CARLOS EDUARDO PÉREZ CAYO
31072025;3544;CLUB UNIVERSAL VOLEIBOL AKIRA;VOLEIBOL;SI;Resolución Nº0663-2022-IPD-DNCTD/SRND;21/10/2022;período del 15 de julio de 2022 al 14 de julio de 2030
